,,,,,,,,,,,,,,,,,,,,,,,,,
#,Item #,Title,Studio,Qty,Unit Price,Discount,Total,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,DLDTFS-1228234,Janice Griffith Double Penetration Anal Threesome Fantasy,DTF Sluts,1,$6.00 ,$0.00 ,$6.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,$6.00 ,$0.00 ,$6.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Streaming Items,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,Item #,Title,Studio,Qty,Unit Price,Discount,Total,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0,$0.00 ,$0.00 ,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Vendor Name : 2_AMG - Elegant Ange,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Download Items,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,Item #,Title,Studio,Qty,Unit Price,Discount,Total,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,DLEG-61261,Lexi,ELEGANT ANGEL,3,$10.63 ,$0.00 ,$31.89 ,,,,,,,,,,,,,,,,,,
2,DLEG-61415,Internally Yours 7,ELEGANT ANGEL,1,$10.63 ,$0.00 ,$10.63 ,,,,,,,,,,,,,,,,,,
3,DLEG-61261,Lexi,ELEGANT ANGEL,1,$12.50 ,$0.00 ,$12.50 ,,,,,,,,,,,,,,,,,,
4,DLEG-20971,Internally Yours 4-6,ELEGANT ANGEL,1,$10.63 ,$0.00 ,$10.63 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,$65.65 ,$0.00 ,$65.65 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Streaming Items,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,Item #,Title,Studio,Qty,Unit Price,Discount,Total,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,STEG-61258,Club Elite 2,ELEGANT ANGEL,1,$3.95 ,$0.00 ,$3.95 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,$3.95 ,$0.00 ,$3.95 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Vendor Name : 2_AMG – Fantasy Massage,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Download Items,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,Item #,Title,Studio,Qty,Unit Price,Discount,Total,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,DLNUR-081020_s3,Are You Man Enough? ~Scene 3,Nuru Massage,1,$5.95 ,$0.00 ,$5.95 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,$5.95 ,$0.00 ,$5.95 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Streaming Items,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,Item #,Title,Studio,Qty,Unit Price,Discount,Total,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0,$0.00 ,$0.00 ,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Vendor Name : 2_AMG – Girlsway,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Download Items,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,Item #,Title,Studio,Qty,Unit Price,Discount,Total,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,DLGWP-081020201_s2,The Guidance Counselor ~Scene 2,Girlsway Productions,1,$5.95 ,$0.00 ,$5.95 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,$5.95 ,$0.00 ,$5.95 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Streaming Items,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,Item #,Title,Studio,Qty,Unit Price,Discount,Total,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,STGWP-081020201_s3,The Guidance Counselor ~Scene 3,Girlsway Productions,1,$2.00 ,$0.00 ,$2.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,$2.00 ,$0.00 ,$2.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Vendor Name : 2_AMG – Good Porn,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Download Items,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,Item #,Title,Studio,Qty,Unit Price,Discount,Total,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,DLGDP-0223241_s2,Two To Fuck ~ Scene 2,Good Porn,1,$4.25 ,$0.00 ,$4.25 ,,,,,,,,,,,,,,,,,,
2,DLGDP-0505252_s1,Creampie Teens ~ Scene 1,Good Porn,1,$5.00 ,$0.00 ,$5.00 ,,,,,,,,,,,,,,,,,,
3,DLGDP-0509255_s1,So Small and Tight ~ Scene 1,Good Porn,1,$5.00 ,$0.00 ,$5.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,$14.25 ,$0.00 ,$14.25 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Streaming Items,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,Item #,Title,Studio,Qty,Unit Price,Discount,Total,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,STGDP-0505252_s1,Creampie Teens ~ Scene 1,Good Porn,1,$1.28 ,$0.00 ,$1.28 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,$1.28 ,$0.00 ,$1.28 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Vendor Name : 2_AMG - HPG,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Download Items,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,Item #,Title,Studio,Qty,Unit Price,Discount,Total,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0,$0.00 ,$0.00 ,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Streaming Items,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,Item #,Title,Studio,Qty,Unit Price,Discount,Total,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,STHPG-0627241_s2,Le Club Cougars Dépravées (Depraved Cougars Club) ~ Scene 2,HPG,1,$1.50 ,$0.00 ,$1.50 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,$1.50 ,$0.00 ,$1.50 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Vendor Name : 2_AMG – JapornXXX,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Download Items,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,Item #,Title,Studio,Qty,Unit Price,Discount,Total,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,DLJPNXXX-24367,Mone Kamiki Security Guard Interracial Anal Fuck!,JapornXXX,2,$13.50 ,$0.00 ,$27.00 ,,,,,,,,,,,,,,,,,,
2,DLJPNXXX-20240604,June Lovejoy Exorcists,JapornXXX,2,$14.50 ,$0.00 ,$29.00 ,,,,,,,,,,,,,,,,,,
3,DLJPNXXX-20240608,Meloday marks Oiran Geisha Love Story,JapornXXX,2,$14.50 ,$0.00 ,$29.00 ,,,,,,,,,,,,,,,,,,
4,DLJPNXXX-20240610,Mina Asahi and Kyoko Makise Maid Threesome,JapornXXX,1,$14.50 ,$0.00 ,$14.50 ,,,,,,,,,,,,,,,,,,
5,DLJPNXXX-26051,Yakuza woman Naomi Togo Interracial Double Penetration!,JapornXXX,1,$13.50 ,$0.00 ,$13.50 ,,,,,,,,,,,,,,,,,,
6,DLJPNXXX-26169,Erotic Nurse Mio Shido Big Black Dick Doctor Interracial fuck and Creampie to wakeup the patient (Fu,JapornXXX,1,$13.50 ,$0.00 ,$13.50 ,,,,,,,,,,,,,,,,,,
7,DLJPNXXX-51723,Aisa Tamano Ninjya and Black Big Cock threesome Creampie,JapornXXX,1,$13.50 ,$0.00 ,$13.50 ,,,,,,,,,,,,,,,,,,
8,DLJPNXXX-52023,Asa Tsukino Japanese style Special Massage Interracial BBC Fuck and Creampie！,JapornXXX,1,$13.50 ,$0.00 ,$13.50 ,,,,,,,,,,,,,,,,,,
9,DLJPNXXX-52623,Naomi Togo Josh Soap Girl Interracial Fuck Creampie,JapornXXX,1,$13.50 ,$0.00 ,$13.50 ,,,,,,,,,,,,,,,,,,
10,DLJPNXXX-52723,High School Love Memories of Fuck and Creampie in the Classroom,JapornXXX,1,$13.50 ,$0.00 ,$13.50 ,,,,,,,,,,,,,,,,,,
11,DLJPNXXX-52923,Rin Sanada Debut! First Shooting Fuck Cum in mouth!,JapornXXX,1,$13.50 ,$0.00 ,$13.50 ,,,,,,,,,,,,,,,,,,
12,DLJPNXXX-61223,Melody Marks Accept the Master's Creampie to Know Love,JapornXXX,1,$13.50 ,$0.00 ,$13.50 ,,,,,,,,,,,,,,,,,,
13,DLJPNXXX-92123,Rin Sanada Love for Geisha and the First Creampie,JapornXXX,1,$13.50 ,$0.00 ,$13.50 ,,,,,,,,,,,,,,,,,,
14,DLJPNXXX-20231215,Naomi Togo Japanese Anal Geisha Creampie! : Naomi Togo,JapornXXX,1,$14.50 ,$0.00 ,$14.50 ,,,,,,,,,,,,,,,,,,
15,DLJPNXXX-20240109,SEX CYBORG Fuck and Creampie or Die Episode1 : Mone Kamiki,JapornXXX,1,$14.50 ,$0.00 ,$14.50 ,,,,,,,,,,,,,,,,,,
16,DLJPNXXX-20240324,Lika Star SEX Cyborg The End of Love and Creampie Episode2,JapornXXX,1,$14.50 ,$0.00 ,$14.50 ,,,,,,,,,,,,,,,,,,
17,DLJPNXXX-20240401,Aisa Tamano Private Tutor BBC Fuck and Creampie Lessons,JapornXXX,1,$14.50 ,$0.00 ,$14.50 ,,,,,,,,,,,,,,,,,,
18,DLJPNXXX-20240410,Kayley Gunnar Samurai Fuck and Love Creampie,JapornXXX,1,$14.50 ,$0.00 ,$14.50 ,,,,,,,,,,,,,,,,,,
19,DLJPNXXX-24889,Alexis Crystal Onsen Interracial Creampie!,JapornXXX,1,$11.48 ,$0.00 ,$11.48 ,,,,,,,,,,,,,,,,,,
20,DLJPNXXX-25381,Mio Shido Office Worker-Interracial Threesome!,JapornXXX,1,$11.48 ,$0.00 ,$11.48 ,,,,,,,,,,,,,,,,,,
21,DLJPNXXX-25635,Mina Asahi Sexy Nurse-Interracial Threesome!,JapornXXX,1,$11.48 ,$0.00 ,$11.48 ,,,,,,,,,,,,,,,,,,
22,DLJPNXXX-25901,New Face! Elika -High School Gal VS Big Black Cock Teacher Interracial Creampie!,JapornXXX,1,$11.48 ,$0.00 ,$11.48 ,,,,,,,,,,,,,,,,,,
23,DLJPNXXX-26169,Erotic Nurse Mio Shido Big Black Dick Doctor Interracial fuck and Creampie to wakeup the patient (Fu,JapornXXX,1,$11.48 ,$0.00 ,$11.48 ,,,,,,,,,,,,,,,,,,
24,DLJPNXXX-63023,Mone Kamiki Doctor Treats Beautiful Nurse in Creampie,JapornXXX,1,$11.48 ,$0.00 ,$11.48 ,,,,,,,,,,,,,,,,,,
25,DLJPNXXX-20240101,SEX CYBORG Melody Marks beginning Fuck or Die Episode1,JapornXXX,1,$12.33 ,$0.00 ,$12.33 ,,,,,,,,,,,,,,,,,,
26,DLJPNXXX-20240109,SEX CYBORG Fuck and Creampie or Die Episode1 : Mone Kamiki,JapornXXX,1,$12.33 ,$0.00 ,$12.33 ,,,,,,,,,,,,,,,,,,
27,DLJPNXXX-20240227,Nikole Nash Anal Fuck Long Vacation Creampie,JapornXXX,1,$12.33 ,$0.00 ,$12.33 ,,,,,,,,,,,,,,,,,,
28,DLJPNXXX-20240312,Elika Nurse's Concerns and Black Doctor's Big Dick Creampie Cure : Elika,JapornXXX,1,$12.33 ,$0.00 ,$12.33 ,,,,,,,,,,,,,,,,,,
29,DLJPNXXX-20240328,Mone and Teacher Pablo's Special Fuck and Creampie Class,JapornXXX,1,$12.33 ,$0.00 ,$12.33 ,,,,,,,,,,,,,,,,,,
30,DLJPNXXX-20240405,Asuka Ono Hentai Doctor,JapornXXX,1,$12.33 ,$0.00 ,$12.33 ,,,,,,,,,,,,,,,,,,
31,DLJPNXXX-20240408,June Lovejoy Demon Slayer,JapornXXX,1,$12.33 ,$0.00 ,$12.33 ,,,,,,,,,,,,,,,,,,
32,DLJPNXXX-20240412,Melody Marks I Summoned a Succubus,JapornXXX,1,$12.33 ,$0.00 ,$12.33 ,,,,,,,,,,,,,,,,,,
33,DLJPNXXX-20240604,June Lovejoy Exorcists,JapornXXX,1,$12.33 ,$0.00 ,$12.33 ,,,,,,,,,,,,,,,,,,
34,DLJPNXXX-20240610,Mina Asahi and Kyoko Makise Maid Threesome,JapornXXX,1,$12.33 ,$0.00 ,$12.33 ,,,,,,,,,,,,,,,,,,
35,DLJPNXXX-20240612,Nikole Nash Fuck Time For High School Girls,JapornXXX,1,$12.33 ,$0.00 ,$12.33 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,38,$498.01 ,$0.00 ,$498.01 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Streaming Items,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,Item #,Title,Studio,Qty,Unit Price,Discount,Total,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,STJPNXXX-20240610,Mina Asahi and Kyoko Makise Maid Threesome,JapornXXX,2,$4.50 ,$0.00 ,$9.00 ,,,,,,,,,,,,,,,,,,
2,STJPNXXX-51723,Aisa Tamano Ninjya and Black Big Cock threesome Creampie,JapornXXX,1,$4.50 ,$0.00 ,$4.50 ,,,,,,,,,,,,,,,,,,
3,STJPNXXX-20240615,The First Take Taiwanese Actress Molena POV Blowjob,JapornXXX,1,$2.50 ,$0.00 ,$2.50 ,,,,,,,,,,,,,,,,,,
4,STJPNXXX-20240322,"Master and guests are welcomed by maids for an orgy : Ginebra Bellucci, Nami Amami, Mio Katsuki",JapornXXX,1,$3.83 ,$0.00 ,$3.83 ,,,,,,,,,,,,,,,,,,
5,STJPNXXX-20240330,SEX CYBORG Melody Marks seeking cock to survive Episode2,JapornXXX,1,$3.83 ,$0.00 ,$3.83 ,,,,,,,,,,,,,,,,,,
6,STJPNXXX-52523,Melody Marks & Kenzie Reeves The Dick Judgement- Interracial Foursome Creampie!,JapornXXX,1,$3.83 ,$0.00 ,$3.83 ,,,,,,,,,,,,,,,,,,
7,STJPNXXX-20240326,Lily Larimar Beautiful Nurse and Doctor Cure Threesome Creampie,JapornXXX,1,$4.50 ,$0.00 ,$4.50 ,,,,,,,,,,,,,,,,,,
8,STJPNXXX-20240429,Sena Miura Threesome and Creampie with Soapgirl,JapornXXX,1,$4.50 ,$0.00 ,$4.50 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,$36.49 ,$0.00 ,$36.49 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Vendor Name : 2_AMG - JAV1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Download Items,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,Item #,Title,Studio,Qty,Unit Price,Discount,Total,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,DLJAV-98522_s2,Japanese Stunners ~Scene 2,JAV 1 Model,1,$4.50 ,$0.00 ,$4.50 ,,,,,,,,,,,,,,,,,,
2,DLJAV-72497,Sucky Sucky Asians,JAV 1 Model,1,$9.50 ,$0.00 ,$9.50 ,,,,,,,,,,,,,,,,,,
3,DLNIP-16428,Japanese Fuckdolls,Nippon,1,$9.50 ,$0.00 ,$9.50 ,,,,,,,,,,,,,,,,,,
4,DLNIP-72518,Dainty Asian Dolls,Nippon,1,$9.50 ,$0.00 ,$9.50 ,,,,,,,,,,,,,,,,,,
5,DLJAV-37882,All Asian Blow Bang 2,JAV 1 Model,1,$13.50 ,$0.00 ,$13.50 ,,,,,,,,,,,,,,,,,,
6,DLJAV-98485,Cravin' An Asian,JAV 1 Model,1,$13.50 ,$0.00 ,$13.50 ,,,,,,,,,,,,,,,,,,
7,DLJAV-98506,Horny Asians Get Creampied,JAV 1 Model,1,$13.50 ,$0.00 ,$13.50 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,$73.50 ,$0.00 ,$73.50 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Streaming Items,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,Item #,Title,Studio,Qty,Unit Price,Discount,Total,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,STJAV-72497_s2,Sucky Sucky Asians ~ Scene 2,JAV 1 Model,1,$1.50 ,$0.00 ,$1.50 ,,,,,,,,,,,,,,,,,,
2,STJAV-98474_s1,Japanease Beauties ~Scene 1,JAV 1 Model,1,$1.50 ,$0.00 ,$1.50 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,$3.00 ,$0.00 ,$3.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Vendor Name : 2_AMG - Maiko Pictur,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Download Items,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,Item #,Title,Studio,Qty,Unit Price,Discount,Total,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
